요양기관명,종별코드명,시도코드명,시군구코드명,주소,개설일자
해와달한의원,한의원,서울,광진구,"서울특별시 광진구 아차산로 484, 2층 (구의동)",2003-03-07
해와별소아청소년과의원,의원,서울,송파구,"서울특별시 송파구 마천로 41, 4층 (방이동, 수기빌딩)",2016-12-22
해우소한의원,한의원,서울,서초구,"서울특별시 서초구 서초중앙로 41, 2층 (서초동, 대성빌딩)",2007-04-13
해울한의원,한의원,서울,종로구,"서울특별시 종로구 지봉로 51, 2층,3층 (창신동)",2009-08-27
해울한의원,한의원,서울,서초구,"서울특별시 서초구 서초대로74길 29, 2층 207호 (서초동, 서초파라곤)",2019-04-01
해움한의원,한의원,서울,양천구,"서울특별시 양천구 목동로 210, 타운빌딩 2층 202호 (목동)",2020-09-11
해율한의원,한의원,서울,노원구,"서울특별시 노원구 노해로75길 14-26, (상계동, 효림빌딩)",2008-02-27
해율한의원,한의원,서울,마포구,"서울특별시 마포구 양화로 166, 미래프라자 4층 (동교동)",2015-10-21
해율한의원,한의원,서울,양천구,"서울특별시 양천구 오목로 345, 목동 슬로우스퀘어 4층 409호 (목동)",2021-06-24
해율한의원,한의원,서울,강남구,"서울특별시 강남구 봉은사로 105, (논현동, 동양빌딩, 7층일부)",2016-03-21
해인부부한의원,한의원,서울,광진구,"서울특별시 광진구 군자로 108, 302호 (군자동, 군자빌딩)",2010-04-29
해인정형외과의원,의원,서울,성북구,"서울특별시 성북구 한천로 743, (장위동)",2006-04-27
해인치과의원,치과의원,서울,강남구,"서울특별시 강남구 선릉로69길 19, 3층 (역삼동, 역삼래미안아파트)",2000-12-13
해인한의원,한의원,서울,강동구,"서울특별시 강동구 명일로 189, (길동)",1994-12-15
해인한의원,한의원,서울,강서구,"서울특별시 강서구 강서로 61, 2층 (화곡동, 영상빌딩)",2008-11-27
해통백세한의원,한의원,서울,동작구,"서울특별시 동작구 상도로 82, 7층 (대방동)",2013-11-08
해피마인드의원,의원,서울,강남구,"서울특별시 강남구 학동로 309, 영동정형외과 3층 (논현동)",2018-09-03
해피메디의원,의원,서울,중구,"서울특별시 중구 통일로 86, 2층 205호 (순화동, 바비엥3빌딩)",2008-01-07
해피부과의원,의원,서울,서초구,"서울특별시 서초구 잠원로4길 50, 메이플 자이 근린생활시설 2동 5층 504~509호 (잠원동)",2002-07-15
해피스타의원,의원,서울,서초구,"서울특별시 서초구 서초대로 3-4, 3층 (방배동, 방배디오슈페리움1)",2002-01-09
해피아이리스의원,의원,서울,송파구,"서울특별시 송파구 오금로 543, 6층 (거여동)",2013-04-26
해피아이안과의원,의원,경기,용인기흥구,"경기도 용인시 기흥구 신갈로 52, 901호 (신갈동, 외환은행)",2007-03-23
해피아이치과의원,치과의원,서울,강북구,"서울특별시 강북구 도봉로 34, (미아동, 트레지오빌딩)",2011-09-16
해피치과의원,치과의원,서울,구로구,"서울특별시 구로구 새말로 93, 1동 204호 (구로동, 신도림태영타운)",2000-12-18
핸슨의원,의원,서울,서초구,"서울특별시 서초구 서초대로 3-4, 402,409호 (방배동, 방배디오슈페리움1)",2008-05-29
햇님치과의원,치과의원,서울,은평구,"서울특별시 은평구 갈현로 8, 5층 (신사동)",2006-11-30
햇빛병원,병원,서울,강북구,"서울특별시 강북구 도봉로 74, (미아동)",2004-10-19
햇빛치과의원,치과의원,서울,구로구,"서울특별시 구로구 경인로 201, (오류동)",1985-05-18
햇살가득내과의원,의원,서울,송파구,"서울특별시 송파구 동남로 236, (가락동, 영빌딩 3,4층)",2011-03-16
햇살가득한가정의학과의원,의원,서울,강서구,"서울특별시 강서구 등촌로 59-1, 2층 (화곡동)",2007-07-02
햇살가득한의원,한의원,서울,성북구,"서울특별시 성북구 돌곶이로 75, 용호빌딩 2층 (석관동)",2019-05-02
햇살가득한의원,한의원,경기,용인처인구,"경기도 용인시 처인구 모현읍 백옥대로 2386, (모현읍)",1998-10-28
햇살가득한치과의원,치과의원,서울,영등포구,"서울특별시 영등포구 선유로 59, 802호 (문래동6가, 문래아카데미)",2006-10-13
햇살경희한의원,한의원,서울,관악구,"서울특별시 관악구 신림로 140, 2층 (신림동)",2008-07-10
햇살고운한의원,한의원,서울,서초구,"서울특별시 서초구 동산로 63, (양재동)",1992-09-03
햇살담은뜰정원의원,의원,서울,강남구,"서울특별시 강남구 삼성로133길 3, 노블레스타워 4층 (청담동)",2025-02-17
햇살담은한의원,한의원,서울,양천구,"서울특별시 양천구 신정이펜2로 22, 3층 (신정동, 신정프라자)",2013-07-25
햇살드림가정의학과의원,의원,서울,강서구,"서울특별시 강서구 공항대로 103, 2층 204호 (마곡동)",2017-04-25
햇살아이의원,의원,서울,강북구,"서울특별시 강북구 삼양로 241, 4층 (미아동)",2021-06-08
햇살요양병원,요양병원,서울,동대문구,"서울특별시 동대문구 장한로 152, 지하1~2층, 지상3 ~10층 (장안동)",2007-06-14
햇살정형외과의원,의원,서울,영등포구,"서울특별시 영등포구 여의대방로 95, 601호 (신길동)",2009-12-30
햇살좋은안과의원,의원,서울,성북구,"서울특별시 성북구 동소문로 92, 7층 (동소문동5가)",2011-02-17
햇살치과의원,치과의원,경기,용인처인구,"경기도 용인시 처인구 금령로173번길 10, (마평동)",2006-09-05
행남한의원,한의원,서울,강서구,"서울특별시 강서구 월정로 130, (화곡동)",1988-10-18
행당서울치과의원,치과의원,서울,성동구,"서울특별시 성동구 고산자로 201, 2층 (행당동, 세종빌딩)",2000-03-15
행당성모안과의원,의원,서울,성동구,"서울특별시 성동구 행당로 87, 412호 (행당동, 대림리빙프라자)",2000-01-03
행당외과영상의학과의원,의원,서울,성동구,"서울특별시 성동구 왕십리로 309, 301, 302호 (행당동, 왕십리역이스타빌)",2007-02-26
행림내과의원,의원,서울,송파구,"서울특별시 송파구 양재대로 1222, 중심상가동 3층 25호 (방이동, 올림픽선수기자촌아파트 )",1998-04-13
행복365의원,의원,서울,송파구,"서울특별시 송파구 석촌호수로 130, 신원빌딩 4층 (삼전동)",2025-09-05
행복나루정신건강의학과의원,의원,서울,송파구,"서울특별시 송파구 올림픽로35길 112, 2동 323,324호 (신천동, 장미아파트 비상가)",2016-10-25
행복담은샘치과의원,치과의원,서울,강북구,"서울특별시 강북구 삼양로 421, 2층 (수유동)",2011-08-11
행복드림내과의원,의원,서울,영등포구,"서울특별시 영등포구 신풍로 93, 메트하임 3층 (신길동)",2018-04-23
행복드림치과의원,치과의원,서울,강남구,"서울특별시 강남구 논현로 327, 3층 (역삼동, 명호빌딩)",2016-04-28
행복미소치과의원,치과의원,서울,중랑구,"서울특별시 중랑구 신내역로3길 4, 301,302호 (신내동, 신내골드프라자)",2015-12-29
행복숲가정의학과의원,의원,서울,강서구,"서울특별시 강서구 마곡중앙로 161-17, 보타닉파크타워Ⅰ 310,311호 (마곡동)",2019-01-08
행복아이소아청소년과의원,의원,서울,송파구,"서울특별시 송파구 새말로8길 27, (문정동, 3층)",2010-08-13
행복이가득한가정의학과의원,의원,서울,양천구,"서울특별시 양천구 목동로 201, (신정동)",1998-03-11
행복이가득한치과의원,치과의원,서울,송파구,"서울특별시 송파구 올림픽로 507, 3층 301호 (풍납동)",1997-08-04
행복정신건강의학과의원,의원,서울,강남구,"서울특별시 강남구 강남대로 240, 양재SK허브프리모 2층 202호 (도곡동)",2017-12-05
행복준내과의원,의원,서울,영등포구,"서울특별시 영등포구 영중로 6, 영등포키스톤타워 4층 (영등포동3가)",2019-02-22
행복찾기정신과의원,의원,서울,강북구,"서울특별시 강북구 도봉로 52, 연이빌딩 2(M)층 (미아동)",2005-06-27
행복치과의원,치과의원,서울,성북구,"서울특별시 성북구 인촌로 1, 2층 (보문동1가)",2003-11-28
행복치과의원,치과의원,서울,구로구,"서울특별시 구로구 구로동로26길 119, (구로동,정엽빌딩 3층)",2011-07-26
행복치과의원,치과의원,서울,도봉구,"서울특별시 도봉구 도봉로109길 16, 2층 (쌍문동, 덕송빌딩)",2011-09-14
행복치과의원,치과의원,서울,강서구,"서울특별시 강서구 공항대로41길 75, 401호 (등촌동, 경원프라자)",1995-07-28
행복치과의원,치과의원,경기,용인수지구,"경기도 용인시 수지구 손곡로 83, 301호 (동천동, 동천타워)",2010-11-23
행복플란트치과의원,치과의원,서울,양천구,"서울특별시 양천구 등촌로 28, (목동)",2014-09-01
행복플러스경희한의원,한의원,서울,금천구,"서울특별시 금천구 독산로 200, 2층 (독산동)",2003-10-08
행복플러스부부치과의원,치과의원,서울,구로구,"서울특별시 구로구 경인로 193, (오류동)",2012-08-27
행복플러스치과의원,치과의원,서울,강북구,"서울특별시 강북구 도봉로 332, 2층 (번동, 홍승빌딩)",2016-05-02
행복한가정의원,의원,서울,금천구,"서울특별시 금천구 가산로 116, 2층 (가산동)",2020-01-02
행복한가정의학과의원,의원,서울,구로구,"서울특별시 구로구 고척로 212, 오토젠빌딩 301호 (고척동)",2010-04-05
행복한가정의학과의원,의원,서울,양천구,"서울특별시 양천구 목동서로 38, A동 207호 (목동, 목동아파트 1단지 상가)",2015-07-02
행복한가정의학과의원,의원,서울,동대문구,"서울특별시 동대문구 한천로 242, 2층 (전농동)",2017-12-15
행복한경희한의원,한의원,서울,송파구,"서울특별시 송파구 풍성로25길 42, 2층 (풍납동)",2009-10-16
행복한경희한의원,한의원,서울,양천구,"서울특별시 양천구 목동중앙남로 26, 2층 (목동)",2015-03-16
행복한경희한의원,한의원,경기,용인기흥구,"경기도 용인시 기흥구 용구대로2394번길 2, (마북동, 303호)",2007-09-21
행복한내과의원,의원,서울,성동구,"서울특별시 성동구 뚝섬로 390, 2층 (성수동2가)",2007-11-26
행복한문화공동체연치과의원,치과의원,서울,마포구,"서울특별시 마포구 서강대길 3, 서강빌딩 502호 (신수동)",2009-11-18
행복한미래치과의원,치과의원,서울,마포구,"서울특별시 마포구 큰우물로 53, 403호 (염리동, 마포네이버타운)",2000-04-10
행복한미소치과의원,치과의원,서울,강북구,"서울특별시 강북구 솔샘로 216, 2층 (미아동)",2005-07-25
행복한미소치과의원,치과의원,경기,용인기흥구,"경기도 용인시 기흥구 죽전로 2, 4층 (보정동, 현타워)",2006-06-08
행복한서내과의원,의원,서울,송파구,"서울특별시 송파구 마천로 264, 2층 3호 (거여동, 흥일빌딩)",2000-08-31
행복한성모정형외과의원,의원,서울,동대문구,"서울특별시 동대문구 사가정로 122, 201~2, 204호 (전농동)",2010-08-06
행복한아이소아청소년과의원,의원,서울,강동구,"서울특별시 강동구 고덕로 133, 501호 (암사동)",2009-01-23
행복한아이정신건강의학과의원,의원,서울,서초구,"서울특별시 서초구 서초중앙로 145, 중산빌딩 2층 201호 (서초동)",2018-12-10
행복한아침내과의원,의원,서울,동작구,"서울특별시 동작구 양녕로 184-1, (상도동)",2018-10-01
행복한여성의원,의원,서울,성동구,"서울특별시 성동구 왕십리로 309, 왕십리역이스타빌 407호 (행당동)",2024-12-04
행복한예인치과의원,치과의원,서울,중구,"서울특별시 중구 남대문로9길 51, 3층 301호 (을지로1가, 효덕빌딩)",2012-12-18
행복한의원,의원,서울,강서구,"서울특별시 강서구 화곡로68길 102, 101,지103외1호 (등촌동)",2008-02-20
행복한의원,한의원,서울,동대문구,"서울특별시 동대문구 장한로 119, 201~207호 (장안동, 삼성쉐르빌)",2008-06-02
행복한의원,한의원,서울,강동구,"서울특별시 강동구 양재대로112길 51, 2층 (길동)",2007-11-13
행복한이야기한의원,한의원,서울,강남구,"서울특별시 강남구 개포로 265, 개포동 메디시스빌딩 302호 (개포동)",2007-02-12
행복한제이피부과의원,의원,서울,노원구,"서울특별시 노원구 노해로 494, 고려빌딩 4층 402,403,404,405호 (상계동)",2019-02-01
행복한치과의원,치과의원,서울,중랑구,"서울특별시 중랑구 용마산로 494, (망우동)",2004-08-05
행복한치과의원,치과의원,서울,동작구,"서울특별시 동작구 사당로23바길 9, 2층 (사당동, 삼성레미안상가)",2003-03-24
행복한치과의원,치과의원,서울,영등포구,"서울특별시 영등포구 영신로19길 23, 301호 (영등포동)",2002-08-19
행복한치과의원,치과의원,서울,성동구,"서울특별시 성동구 고산자로 345, 302호 (마장동, 고운타워)",2010-10-14
행복한치과의원,치과의원,서울,마포구,"서울특별시 마포구 월드컵로13길 50, 2층 (망원동)",2006-10-09
행복한치과의원,치과의원,서울,구로구,"서울특별시 구로구 남부순환로97길 20-10, (개봉동)",2011-08-29
행복한피부과의원,의원,서울,노원구,"서울특별시 노원구 동일로 1401, 상아빌딩 지상5층 (상계동)",2003-04-14
행복한한의원,한의원,서울,중랑구,"서울특별시 중랑구 동일로 932, 2층 (묵동, 묵동자이아파트)",2005-05-26
행운치과의원,치과의원,서울,관악구,"서울특별시 관악구 남부순환로 1935, 한국해양소년단연맹 2층 (봉천동)",2024-03-05
행촌의원,의원,서울,종로구,"서울특별시 종로구 통일로12길 2, (교북동)",2003-03-25
행파한의원,한의원,서울,영등포구,"서울특별시 영등포구 영신로38길 16, 2층 (영등포동6가)",1997-07-22
향기나는내과의원,의원,서울,관악구,"서울특별시 관악구 관악로 234, 203호 (봉천동)",2004-04-23
향기나무한의원,한의원,서울,종로구,"서울특별시 종로구 종로 225-1, 1층 (종로5가)",2006-08-17
향기로운서울훈치과의원,치과의원,서울,광진구,"서울특별시 광진구 자양로13길 73-1, 2층 (자양동)",2016-04-06
향기로운서울훈치과의원,치과의원,서울,종로구,"서울특별시 종로구 통일로 246-10, 307호 (무악동, 무악현대프라자상가)",2015-09-30
향림마취과의원,의원,서울,도봉구,"서울특별시 도봉구 도봉로 484, 301호 (창동, 청우빌딩)",1998-11-23
향문외과의원,의원,서울,강남구,"서울특별시 강남구 논현로 872, 영빌딩 3층 (신사동)",2003-02-11
향치과의원,치과의원,서울,광진구,"서울특별시 광진구 면목로 120, 2층 (중곡동)",2003-08-13
허기훈내과의원,의원,서울,서초구,"서울특별시 서초구 방배로 76, 204,205호 (방배동)",2008-01-15
허내과의원,의원,서울,용산구,"서울특별시 용산구 회나무로13길 5, (이태원동, 혜천상가)",1999-07-13
허내과의원,의원,서울,성북구,"서울특별시 성북구 종암로 120, 2층 211호 (종암동, 비제이빌딩)",2003-07-05
허내과의원,의원,서울,동대문구,"서울특별시 동대문구 이문로 136, 2층 F11호, F12호 (이문동, 이문동웰츠타워)",2013-12-17
허니의원,의원,서울,강북구,"서울특별시 강북구 도봉로 323, 6층 (수유동)",2012-05-14
허니플란트치과의원,치과의원,서울,강동구,"서울특별시 강동구 천호대로 1116, 3층 (성내동)",2018-08-23
허동식유외과의원,의원,서울,마포구,"서울특별시 마포구 마포대로 68, 304,305호 (도화동, 마포아크로타워)",2021-11-09
허리나은병원,병원,서울,강동구,"서울특별시 강동구 양재대로 1415, 지하4, 지상5층 (성내동)",2008-08-29
허리편한신경외과의원,의원,경기,용인처인구,"경기도 용인시 처인구 금령로 64, 5,6층 (김량장동, 아이렉스타워)",2011-08-16
허리편한의원,의원,서울,구로구,"서울특별시 구로구 남부순환로97길 3, KS프리미어빌딩 601호 (개봉동)",2013-05-13
허브신경과의원,의원,서울,강남구,"서울특별시 강남구 선릉로64길 20, 4층 (대치동)",2007-10-10
허브치과의원,치과의원,서울,송파구,"서울특별시 송파구 오금로 400, 3층 (가락동)",2004-03-11
허브치과의원,치과의원,서울,노원구,"서울특별시 노원구 노해로 467, 교보빌딩 11층 (상계동)",2005-01-24
허브치과의원,치과의원,서울,광진구,"서울특별시 광진구 아차산로 375, 3층 (구의동)",2005-03-04
허브치과의원,치과의원,서울,강동구,"서울특별시 강동구 천호대로 1092, (성내동, 에스케이허브진)",2005-05-24
허브치과의원,치과의원,서울,서대문구,"서울특별시 서대문구 세무서길 11, 서대문세무서 2층 (홍제동)",2007-04-23
허브한의원,한의원,서울,서초구,"서울특별시 서초구 효령로72길 57, E-105호 (서초동, 서초트라팰리스)",2021-10-14
허브힐한의원,한의원,경기,용인처인구,"경기도 용인시 처인구 양지면 양대로5번길 5, 5층",2023-08-25
허비뇨기과의원,의원,서울,마포구,"서울특별시 마포구 양화로 133, 서교타워 2층 201(일부)호 (서교동)",1990-05-15
허성욱내과의원,의원,서울,동대문구,"서울특별시 동대문구 장한로 119, 301호 (장안동)",1986-01-22
허성한의원,한의원,서울,중랑구,"서울특별시 중랑구 봉우재로 126, 2층 (면목동)",2003-08-12
허쉬성형외과의원,의원,서울,강남구,"서울특별시 강남구 삼성로 730, 2~4층 (청담동)",2000-05-02
허스킨의원,의원,서울,서초구,"서울특별시 서초구 방배로 177, 8층 (방배동, 레마빌딩)",2011-06-17
허스템의원,의원,서울,용산구,"서울특별시 용산구 백범로 278, 3층 301호 (효창동, 효창빌딩)",2013-06-21
허씨삼대한의원,한의원,서울,동작구,"서울특별시 동작구 노량진로 150, 유니동화 2~3층 (노량진동)",2021-05-12
허영진한의원,한의원,서울,서초구,"서울특별시 서초구 서초대로24길 17, (방배동)",2012-03-27
허우교치과의원,치과의원,서울,마포구,"서울특별시 마포구 월드컵로 111, 2층 (망원동)",1992-08-07
허원상한의원,한의원,서울,강동구,"서울특별시 강동구 고덕로 101, 대암빌딩 2층 202호 (암사동)",2006-02-08
허원안과의원,의원,서울,강남구,"서울특별시 강남구 언주로30길 10, 현대비전21 305호 (도곡동)",2002-12-20
허원장성장의원,의원,경기,용인수지구,"경기도 용인시 수지구 성복2로 51, 데이파크 B동 306호,307호 (성복동)",2023-10-10
허은주소아청소년과의원,의원,경기,용인기흥구,"경기도 용인시 기흥구 용구대로 2398, (마북동,벽산상가 303호)",2009-03-20
허인식치과의원,치과의원,서울,송파구,"서울특별시 송파구 올림픽로 145, (잠실동, 잠실리센츠상가 5B17호)",2011-11-24
허정민치과교정과치과의원,치과의원,서울,강남구,"서울특별시 강남구 봉은사로 220, 3층 (역삼동)",2008-06-16
허정한의원,한의원,서울,서대문구,"서울특별시 서대문구 증가로 245-1, (북가좌동)",1993-12-18
허준원엠디피부과의원,의원,서울,강남구,"서울특별시 강남구 언주로174길 26, 남강빌딩 2층 (신사동)",2017-11-10
허진환한의원,한의원,서울,영등포구,"서울특별시 영등포구 여의대방로 375, 아일렉스타워 403.404호 (여의도동)",2021-10-13
허치과의원,치과의원,서울,동대문구,"서울특별시 동대문구 고산자로 534, 207호 (제기동, 한신아파트상가 )",1984-08-17
허피부과의원,의원,서울,송파구,"서울특별시 송파구 송이로 87, 4층 (가락동, 동서울크리닉)",1992-03-31
허형빈이비인후과의원,의원,서울,구로구,"서울특별시 구로구 고척로 142-1, 3층 (고척동)",2002-04-18
허훈치과의원,치과의원,서울,중랑구,"서울특별시 중랑구 봉우재로 126, 3층 (면목동)",1989-05-17
헤론연세의원,의원,서울,서초구,"서울특별시 서초구 동광로1길 112, 203,204,205호 (방배동, 롯데캐슬헤론상가)",2006-10-27
헤리치과의원,치과의원,서울,강남구,"서울특별시 강남구 강남대로 354, 혜천빌딩, 4층일부 (역삼동)",2018-07-26
헤리플란트치과의원,치과의원,서울,은평구,"서울특별시 은평구 통일로 842, (불광동)",1981-05-12
헤브피부과의원,의원,서울,강남구,"서울특별시 강남구 도산대로 119, 16층 (신사동)",2025-12-26
헤세드신경외과의원,의원,서울,서초구,"서울특별시 서초구 방배로 84, 유성빌딩 6층 (방배동)",2019-07-01
헤세드의원,의원,서울,종로구,"서울특별시 종로구 새문안로 15-1, 7층 (평동)",2019-05-17
헤셀의원,의원,서울,서초구,"서울특별시 서초구 서초중앙로 130, 8층 (서초동)",2015-11-18
헤스티아여성의원,의원,서울,강남구,"서울특별시 강남구 도산대로 119, 4층 (신사동)",2021-10-06
헤어온의원,의원,서울,서초구,"서울특별시 서초구 강남대로 373, 홍우빌딩 3층 일부호 (서초동)",2024-05-20
헤이데이의원,의원,서울,강남구,"서울특별시 강남구 강남대로 374, 케이스퀘어 강남2 B1~B2층 (역삼동)",2022-08-03
헤이데이의원명동점,의원,서울,중구,"서울특별시 중구 남대문로 90, 명동N빌딩 7층 (남대문로2가)",2024-11-20
헤이사랑치과의원,치과의원,서울,광진구,"서울특별시 광진구 천호대로 559, 아스하임 4층 401호 (중곡동)",2023-05-30
헬로닥터원의원,의원,경기,용인수지구,"경기도 용인시 수지구 광교중앙로 308, 4층 402호 (상현동, 광교에스타워)",2013-12-30
헬로웰의원,의원,서울,강남구,"서울특별시 강남구 논현로163길 14, 2층,3층 (신사동)",2025-07-18
헬리오경희한의원,한의원,서울,송파구,"서울특별시 송파구 송파대로 345, 3층 3024호,3025호 (가락동, 헬리오시티)",2019-07-24
헬리오아이언소아청소년과의원,의원,서울,송파구,"서울특별시 송파구 송파대로 345, 1A동 5층 5007호일부,5008호 (가락동, 헬리오시티)",2019-12-06
헵시바치과의원,치과의원,서울,강남구,"서울특별시 강남구 논현로 509, (역삼동, 송암II빌딩11층)",2010-08-30
현가정의원,의원,경기,용인처인구,"경기도 용인시 처인구 한터로152번길 2, 이튼프라자 314호 (고림동)",2018-06-27
현가정의학과의원,의원,서울,강서구,"서울특별시 강서구 허준로 175, 303호 (가양동, 6단지상가)",1993-03-25
현내과의원,의원,서울,강서구,"서울특별시 강서구 가로공원로76길 102, 1층 (화곡동)",2001-05-15
현내과의원,의원,경기,용인수지구,"경기도 용인시 수지구 성복2로 51, 비동 3층 315~316호 (성복동, YK타운)",2008-09-29
현담한의원,한의원,서울,노원구,"서울특별시 노원구 동일로 1372, (상계동, 동보빌딩)",2016-09-09
현대가정의학과의원,의원,서울,서대문구,"서울특별시 서대문구 거북골로 154, (북가좌동)",1997-03-05
현대가정의학과의원,의원,서울,노원구,"서울특별시 노원구 동일로237나길 1, 1층 (상계동)",2002-09-02
현대경희한의원,한의원,서울,금천구,"서울특별시 금천구 독산로40길 6, 1층 (시흥동)",2013-07-08
현대경희한의원,한의원,서울,강남구,"서울특별시 강남구 압구정로29길 68, 204호 (압구정동, 현대아파트)",2008-02-27
현대기쁨의원,의원,서울,관악구,"서울특별시 관악구 은천로 109, 한독빌딩 2층 (봉천동)",2021-02-25
현대내과의원,의원,서울,노원구,"서울특별시 노원구 월계로45길 28, (월계동, 월계아파트형공장)",2001-09-26
현대내과의원,의원,서울,성북구,"서울특별시 성북구 삼양로 66, 301,302호 (길음동, 동부크리닉센터)",2003-04-16
현대마취통증의학과의원,의원,서울,광진구,"서울특별시 광진구 자양로9길 77, 2층 (자양동, 필산빌딩)",2011-10-19
현대미학성형외과(現代美學整形外科)의원,의원,서울,강남구,"서울특별시 강남구 도산대로 114, 수일빌딩 2층, 6층 (논현동)",2011-08-01
현대법의의원,의원,서울,양천구,"서울특별시 양천구 신월로 220, 106호 (신월동, 동방아파트)",2021-03-30
현대사랑의원,의원,서울,강남구,"서울특별시 강남구 압구정로29길 68, (압구정동, 현대아파트)",2021-07-05
현대서울의원,의원,서울,성동구,"서울특별시 성동구 마장로 302, 2,3,4층 (마장동)",2004-06-26
현대성심의원,의원,서울,강서구,"서울특별시 강서구 강서로18길 5, (화곡동)",1993-11-03
현대신경정신과의원,의원,서울,강남구,"서울특별시 강남구 압구정로 210, 용기빌딩 3층 (신사동)",1987-03-13
현대여성산부인과의원,의원,서울,성북구,"서울특별시 성북구 종암로 115, 3층 (종암동)",2010-03-26
현대영상의학과의원,의원,서울,동작구,"서울특별시 동작구 신대방1가길 38, 105동 301,312,313호 (신대방동)",1998-04-16
현대영상의학과의원,의원,서울,동대문구,"서울특별시 동대문구 장한로 39, (장안동)",1992-08-05
현대웰치과의원,치과의원,서울,서초구,"서울특별시 서초구 고무래로8길 2, 3층 (반포동)",2002-03-21
현대의원,의원,서울,도봉구,"서울특별시 도봉구 우이천로 478, (쌍문동)",2002-10-26
현대이치과의원,치과의원,서울,양천구,"서울특별시 양천구 중앙로32길 61, 502호 (신정동, 현대프라자)",2012-06-27
현대재활의학과의원,의원,서울,금천구,"서울특별시 금천구 금하로 720, (시흥동)",2000-04-20
현대정형외과의원,의원,서울,광진구,"서울특별시 광진구 용마산로 67, 1층, 2층 (중곡동)",1997-12-30
현대정형외과의원,의원,서울,송파구,"서울특별시 송파구 동남로 129, 지하1,지상1~6층 (가락동)",2023-06-21
현대정형외과의원,의원,서울,강북구,"서울특별시 강북구 삼양로 255, (미아동, 청구약국)",2000-05-29
현대정형외과의원,의원,서울,양천구,"서울특별시 양천구 남부순환로59길 3, 101,202,203호 (신월동, 우영아파트)",1999-06-18
현대정형외과의원,의원,경기,용인처인구,"경기도 용인시 처인구 모현읍 백옥대로 2388, (모현읍)",2000-12-07
현대제일마취통증의학과의원,의원,서울,관악구,"서울특별시 관악구 은천로 110, 402-2,403호 (봉천동, 더블유에스타워)",2022-04-11
현대제일의원,의원,서울,마포구,"서울특별시 마포구 도화4길 73, 207호 (도화동, 현대홈타운상가)",1999-05-15
현대중앙의원,의원,서울,동대문구,"서울특별시 동대문구 사가정로 110, 1, 2, 3층 (전농동)",1996-12-06
현대중앙의원,의원,서울,강서구,"서울특별시 강서구 양천로 128, 2층 201호 (방화동, 한림리첸빌)",1999-02-12
현대중앙의원,의원,서울,마포구,"서울특별시 마포구 효창원로 253-2, (공덕동)",1999-11-18
현대중앙의원,의원,서울,서대문구,"서울특별시 서대문구 증가로 128, 2~3층 (남가좌동)",1989-05-02
현대척신경외과의원,의원,서울,동대문구,"서울특별시 동대문구 휘경로 60, 101동 2층 (휘경동, 휘경SK VIEW 아파트)",2014-09-11
현대치과의원,치과의원,서울,도봉구,"서울특별시 도봉구 해등로 190, 202호 (쌍문동, 신원주상복합2차아파트)",1990-04-24
현대치과의원,치과의원,서울,동작구,"서울특별시 동작구 매봉로 182, 3층 (본동)",1990-06-04
현대치과의원,치과의원,서울,영등포구,"서울특별시 영등포구 은행로 29, 자하1층 8,9호 (여의도동, 중앙빌딩)",1996-05-08
현대치과의원,치과의원,서울,동대문구,"서울특별시 동대문구 왕산로 249, (청량리동)",1999-01-05
현대치과의원,치과의원,서울,관악구,"서울특별시 관악구 남부순환로 1734, (봉천동)",2000-08-07
현대치과의원,치과의원,서울,은평구,"서울특별시 은평구 통일로87길 7, (갈현동)",2004-03-11
현대치과의원,치과의원,경기,용인처인구,"경기도 용인시 처인구 백옥대로 1112, (김량장동)",1996-02-16
현대플러스치과의원,치과의원,서울,강북구,"서울특별시 강북구 한천로132길 23, 서울현대병원 별관 지하2층 (번동)",2020-12-30
현대한의원,한의원,서울,동작구,"서울특별시 동작구 성대로1길 2, (상도동)",1978-08-04
현대한의원,한의원,서울,서초구,"서울특별시 서초구 서초대로 319, 2층 (서초동, 동인빌딩)",1992-04-16
현대한의원,한의원,서울,서대문구,"서울특별시 서대문구 북아현로2길 1, (북아현동)",1988-12-16
현대한의원,한의원,서울,영등포구,"서울특별시 영등포구 대림로 248, (대림동)",1997-08-19
현대한의원,한의원,서울,성북구,"서울특별시 성북구 동소문로 16-1, (동소문동2가, 창성빌딩)",2004-05-20
현대한의원,한의원,서울,구로구,"서울특별시 구로구 개봉로20길 78, 2층 (개봉동)",2006-12-05
현대항분하지외과의원,의원,서울,강서구,"서울특별시 강서구 화곡로 166, 화수빌딩 5,6층 (화곡동)",2021-11-04
현동한의원,한의원,서울,중랑구,"서울특별시 중랑구 신내로25가길 2, (묵동, 현동학당)",2003-09-09
현등한의원,한의원,서울,강남구,"서울특별시 강남구 언주로30길 10, 현대비전21 (도곡동)",2003-01-02
현마취통증의학과의원,의원,서울,광진구,"서울특별시 광진구 아차산로 373, 2층 (구의동, 원이빌딩)",2016-09-28
현명신경외과의원,의원,서울,중구,"서울특별시 중구 서소문로 120, 3층 (서소문동, ENA센터)",2013-03-14
현명한의원,한의원,서울,강북구,"서울특별시 강북구 도봉로 381, 3층 (수유동)",2008-02-25
현명한플란트치과의원,치과의원,서울,은평구,"서울특별시 은평구 갈현로 300, 302,302-1호 (갈현동)",2018-07-24
